CMSL#,District,Trade Class,Active?,Location Name,Brand Code,Phone,Fax,Physical Address 1,Physical Address 2,City,Province,PostCode,Open 24 hours?,opens,closes,Food Store?,Restaurant?,Service Station?,No.of bays,Carwash?,Carwash Type 1,Carwash Type 2,Truckwash?,Travel Stop?,Cardlock Type,ATM Banking?,SaniDump?,Showers?,Trucker Lounge?,Weigh-Scale?,Laundry?,Lottery?,Used Oil Depot?,Tire Repair?,Diesel?,Gasoline?,Ethanol?,Propane?,NGV?,Division,ALT-cd,System,MS-cd,Husky Market?,Pay@Pump?,Propane Tank Exchange?,Cust-no,Acc.Type,Site Terms,Tank Terms,Reseller id #,Excemption License #,Rent Terms,MeterProducts,ss-commission,fs-commission,cl-commission,SiteProducts,Latitude, Longitude,Motorists with Disabilities?,Bulk DEF
3873,224,SSERV,no,S. LUPIN HUSKY,HUSKY,(416)412-0705,(905)868-8258,S. LUPIN HUSKY,1563 WARDEN AVE,SCARBOROUGH,ON,M1R 2S9,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2,ALT09,no,MS010,no,no,no,667900,R8,E30,,806218533RT,,ERNT,,,,,,43.765225,-79.301891,yes,no
3919,224,FSERV,yes,STAYNER HUSKY,HUSKY,(705)309-2288,(416)502-1221,STAYNER HUSKY,7101 HWY 26,STAYNER,ON,L0M 1S0,no,600,2100,no,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,?,?,2,ALT04,no,MS000,no,no,no,667975,R7,ECOD,ECOD,828868190RT,,ERNT,,,,,104;175;,44.45643,-80.1043857,yes,no
3979,344,SSERV,yes,HINTON HUSKY TC,HUSKY,(780)865-2833,(780)865-1159,HINTON HUSKY TC,511 GREGG AVE,HINTON,AB,T7V 1N1,no,600,2100,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS007,no,yes,no,667927,R7,E30,,878219765RT,,ERNT,,,,,,53.39222608,-117.6079227,no,no
3980,344,SSERV,yes,HINTON HUSKY TC,HUSKY,(780)865-2881,(780)865-1159,HINTON HUSKY TC,511 GREGG AVE,HINTON,AB,T7V 1N1,no,600,2100,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS007,no,yes,no,667927,R7,E30,CONS,878219765RT,,ERNT,131;173;174;175;, 0.70;;;;, 0.70; 0.70; 0.70; 0.70;, 1.00;;;;,131;173;174;175;,53.39442,-117.60352,no,no
3982,105,SSERV,no,HIXON HUSKY,HUSKY,(250)998-4666,(250)998-4670,HIXON HUSKY,HWY 97 N,HIXON,BC,V0K 1S0,no,700,2000,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT09,yes,MS006,no,?,no,806885,R7,30,,,633444,,,,,,,53.432937,-122.461262,yes,no
4000,347,SSERV,yes,HOPE HUSKY CARDLOCK,HUSKY,(604)869-5589,(604)869-5516,HOPE HUSKY CARDLOCK,61850 FLOOD HOPE RD,HOPE,BC,V0X 1L2,no,600,2200,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,3,ALT03,no,MS001,no,yes,no,667947,R1,E30,CONS,893528240RT,,ERNT,131;164;175;,;;;,;;;, 1.00; 1.00; 1.00;,131;164;175;,49.365547,-121.517804,no,yes
4002,1901,BULKD,yes,EDSON BP,HUSKY,(780)712-4788,(780)712-4798,EDSON BP,HWY 16,EDSON,AB,T7E 1V3,no,600,1800,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,19,ALT02,no,MS000,no,no,no,808378,R2,E30,E05,138068093RT,,,,,,,104;105;131;136;154;175;9105;9131;9136;9139;9151;9154;9175;,53.584862,-116.361339,no,no
4007,220,SSERV,yes,ANDERSON PARK HUSKY,HUSKY,(403)317-3080,(403)317-3081,ANDERSON PARK HUSKY,434 MAYOR MAGRATH DR N,LETHBRIDGE,AB,T1H 6H7,no,600,2400,yes,no,no,,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS007,no,yes,no,667893,R7,E30,CONS,853967859RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,49.70484965,-112.8087404,yes,no
4010,220,SPISL,no,RENFREW HUSKY,HUSKY,(403)277-0758,(403)277-0759,RENFREW MOHAWK     ,401 16 AVE NE,CALGARY,AB,T2E 1K3,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2,ALT09,no,MS003,no,yes,no,666951,R7,CC,,858945603RT,,ERNT,,,,,,51.06689311,-114.0561038,yes,no
4011,220,SSERV,yes,APPLEWOOD MAC'S HUSKY,HUSKY,(403)272-9485,(416)609-7161,APPLEWOOD MAC'S HUSKY,1264 - 68 STREET SE,CALGARY,AB,T2A 7X7,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS007,no,yes,yes,667951,R7,30,15,104855408RT,,,,,,,105;174;,51.040895,-113.93496,yes,no
4016,223,SSERV,yes,CENTENNIAL HUSKY,HUSKY,(905)560-0903,(905)560-0903,CENTENNIAL HUSKY,220 CENTENNIAL PARKWAY N,HAMILTON,ON,L8E 4A1,yes,,,yes,no,no,,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS020,no,yes,no,667993,R7,E30,CONS,775482920RT1,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.237121,-79.760463,yes,no
4017,223,SSERV,yes,HURONTARIO HUSKY,HUSKY,(905)455-7534,(905)455-7534,HURONTARIO HUSKY,7990 HURONTARIO ST       ,BRAMPTON,ON,L6Y 0B8,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS024,no,yes,no,668011,R7,E30,CONS,837029545RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,43.664907,-79.731495,yes,no
4020,220,SSERV,yes,BROOKS HUSKY,HUSKY,(403)362-4555,(403)362-4788,BROOKS HUSKY,315 CASSILS RD W,BROOKS,AB,T1R 1C7,no,600,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS007,no,yes,yes,667895,R7,30,CONS,896884715RT,,ERNT,105;131;173;174;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,105;131;173;174;,50.571677,-111.898335,yes,no
4023,112,SSERV,no,HOUSTON HUSKY,HUSKY,(250)845-2966,(250)845-2966,HOUSTON HUSKY,3358 HWY 16 E,HOUSTON,BC,V0J 1Z0,no,700,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,1,ALT09,no,MS006,no,?,no,944710,R7,30,,R122305550,,ERNT,,,,,,54.389084,-126.649719,yes,no
4052,220,SSERV,no,THRIFTY MARKET HUSKY,HUSKY,(306)682-4024,(306)682-3650,THRIFTY MARKET HUSKY,203 MAIN ST,HUMBOLDT,SK,S0K 2A0,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT09,yes,MS008,no,?,no,555094,R7,PREPAY,,R116488040,1406180,,,,,,,52.209103,-105.140046,yes,no
4061,107,SSERV,yes,HYTHE HUSKY TAGS,HUSKY,(780)356-3770,(780)356-3420,HYTHE HUSKY TAGS,10212 100 AVE,HYTHE,AB,T0H 2C0,no,600,2000,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT04,yes,MS007,no,?,no,666730,R7,E30,PREPAY,872452016RT,,ERNT,,,,,131;154;174;175;,55.330057,-119.5582768,yes,no
4085,220,SSERV,yes,COVENTRY HILLS HUSKY,HUSKY,(403)400-2865,(403)265-4881,COVENTRY HILLS HUSKY ,102 790 COVENTRY DR NE,CALGARY,AB,T3K 4K4,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS003,no,no,no,668007,R7,E30,ECOD,776349698rt,,,,,,,105;131;174;,51.15793,-114.043777,yes,no
4090,220,SSERV,yes,CRANBROOK HUSKY FS,HUSKY,(250)426-5665,(250)426-5665,CRANBROOK HUSKY FS,1216 CRANBROOK ST,CRANBROOK,BC,V1C 3S5,no,600,2200,yes,no,no,,no,,,no,no,,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,2,ALT04,no,MS006,no,yes,no,667905,R8,E30,CONS,819452459RT,,ERNT,103;104;105;131;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,103;104;105;131;,49.523899,-115.754425,yes,no
4100,221,SSERV,yes,DALHOUSIE STATION HUSKY,HUSKY,(403)202-1622,(403)247-2246,DALHOUSIE STATION HUSKY,301 5005 DALHOUSIE DR NW,CALGARY,AB,T3A 5R8,no,600,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,no,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.10444,-114.16083,yes,no
4121,224,SSERV,no,E BIRCHMOUNT HUSKY,HUSKY,(416)492-0705,(905)868-8258,E BIRCHMOUNT HUSKY,3600 FINCH AVE E,SCARBOROUGH,ON,M1W 3N7,yes,,,yes,no,yes,4,no,,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,2,ALT09,no,MS010,no,yes,yes,667900,R8,E30,,806218533RT,,ERNT,,,,,,43.798897,-79.30722,yes,no
4125,223,SSERV,yes,REID HUSKY,HUSKY,(905)542-2275,(905)542-2275,REID HUSKY,371 QUEEN ST S,MISSISSAUGA,ON,L5M 1M3,no,600,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2,ALT04,no,MS022,no,yes,yes,667913,R7,E30,CONS,839998275RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.574911,-79.70463,yes,no
4130,232,SPISL,no,RADIUM MOHAWK SERVICE,MOHAWK,(250)347-9858,,RADIUM MOHAWK SERVICE,8505 HWY 93 & 95,RADIUM HOT SPRINGS,BC,V0A 1M0,yes,,,no,no,no,,no,,,no,no,,?,?,no,no,no,no,?,no,no,no,no,no,?,no,2,ALT09,yes,MS006,no,?,no,235424,R7,DUENOW,,,,,,,,,,0,0,yes,no
4140,220,FSERV,yes,EASTVIEW HUSKY,HUSKY,(403)309-3515,(403)347-7229,EASTVIEW HUSKY,3929 39 ST,RED DEER,AB,T6A 3M2,no,700,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,2,ALT04,no,MS007,no,yes,yes,667892,R7,E30,CONS,839715208RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,52.25934118,-113.7888312,yes,no
4190,221,SSERV,yes,MANCHESTER HUSKY,HUSKY,(403)259-2533,(403)259-2533,MANCHESTER HUSKY,510 58 AVE SE,CALGARY,AB,T2H 0P6,no,600,2100,yes,no,no,,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS003,no,yes,no,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,105;131;173;174;,51.00160903,-114.0522481,yes,no
4191,220,INCOM,no,MANCHESTER SERVICE,HUSKY,(403)689-3141,(403)252-8684,MANCHESTER SERVICE,510A 58 AVE SE,CALGARY,AB,T2H 0P6,no,0,2400,no,no,yes,3,no,,,no,no,,no,no,no,no,no,no,no,no,no,?,?,?,?,?,2,ALT06,yes,MS003,no,no,no,667171,R4,30,,845311729RT,,,,,,,,51.001557,-114.052728,yes,no
4193,221,SSERV,yes,EASTLAKE INDUSTRIAL HUSKY,HUSKY,(403)236-5225,(403)236-2161,EASTLAKE INDUSTRIAL HUSKY,5225 106 AVE SE,CALGARY,AB,T2C 5E9,no,500,2200,yes,no,no,,no,Touchless,,no,yes,Husky Route Commander,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;164;173;174;9131;, 1.00; 1.00;;;; 1.00;, 1.00; 1.00; 1.00; 1.00; 1.00;;,;;;;;;,105;131;164;173;174;9131;,50.9575,-113.95917,no,yes
4200,221,SSERV,yes,FOREST LAWN HUSKY MARKET,HUSKY,(403)248-0181,(403)248-0152,FOREST LAWN HUSKY MARKET,5505 17 AVE SE,CALGARY,AB,T2A 0W3,no,600,2200,yes,no,no,,no,Wand Wash,Touchless,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.03769611,-113.9555583,yes,no
4205,352,SSERV,no,14 ST HUSKY,HUSKY,(403)270-2696,(403)270-4380,14 ST HUSKY,418 14 ST NW,CALGARY,AB,T2N 1Z7,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT09,no,MS003,no,yes,yes,667707,R7,CC,,835411562,,ERNT,,,,,,51.0564245,-114.0945205,yes,no
4215,224,SSERV,yes,BELLEVUE HUSKY,HUSKY,(705)743-4501,             ,BELLEVUE HUSKY,852 CHEMONG RD,PETERBOROUGH,ON,K9H 5Z8,yes,,,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS010,no,yes,yes,667901,R8,E30,CONS,849093638RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,44.318853,-78.331223,yes,no
4218,106,SSERV,yes,WANDERING RIVER HUSKY,HUSKY,(780)771-3333,(780)771-3334,WANDERING RIVER HUSKY,5004 - 50 STREET,WANDERING RIVER,AB,T0A 3M0,no,600,2300,yes,yes,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS003,no,yes,no,667957,R7,ECOD,ECOD,122509458RT,,,,,,,131;174;175;,55.19553065,-112.4720246,yes,no
4222,1907,BULKD,yes,WRANGLER RD CL,HUSKY,(403)531-5700,             ,WRANGLER RD CL LOADING ARM,234090 WRANGLER RD,CALGARY,AB,T2P 2G6,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,19,ALT03,no,MS000,no,no,no,666851,R2,E30,E12,891701484RT,,,,,,,105;131;154;9131;9151;9154;,50.982818,-113.904855,no,no
4223,1907,BULKD,no,WRANGLER RD CL LOADING ARM,HUSKY,(403)531-5700,             ,WRANGLER RD CL LOADING ARM,234090 WRANGLER RD,CALGARY,AB,T2P 2G6,yes,,,no,no,no,,no,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,?,?,?,19,ALT06,no,MS003,no,?,?,666851,R2,E30,E12,891701484RT,,,,,,,105;131;9131;,50.983602,-113.90557,no,no
4234,220,SSERV,yes,HANNA HUSKY,HUSKY,(403)854-3360,(403)854-3643,HANNA HUSKY ,107 PALLISER TR,HANNA,AB,T0J 1P0,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS007,no,yes,yes,667587,R4,E30,CONS,810289207RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,51.638419,-111.942045,yes,no
4242,220,SSERV,yes,KIMBERLEY HUSKY/JIM BOB'S,HUSKY,(250)427-7717,(250)427-7731,KIMBERLEY HUSKY/JIM BOB'S,2685 WARREN AVE,KIMBERLEY,BC,V1A 1T6,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,2,ALT04,yes,MS006,no,?,no,667555,R4,ECOD,ECOD,808514855RT,,,,,,,104;105;131;154;,49.66379357,-115.972304,yes,no
4243,221,FSERV,yes,COLEMAN HUSKY,HUSKY,(403)563-5338,(403)563-5337,COLEMAN HUSKY,8517 20 AVE,COLEMAN,AB,T0K 0M0,no,600,2230,yes,no,no,,yes,Wand Wash,,no,no,private Route Commander,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS007,no,yes,no,667924,R7,E30,CONS,899092985RT,,ERNT,105;131;173;174;,;; 1.00; 1.00;, 1.00;; 1.00; 1.00;,; 1.00;;;,105;131;173;174;,49.63555227,-114.4906679,yes,no
4245,221,SSERV,yes,KILLARNEY HUSKY MARKET,HUSKY,(403)457-1017,(403)457-1018,KILLARNEY HUSKY MARKET,3503 26 AVE SW,CALGARY,AB,T3E 0N6,no,700,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,yes,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.03015088,-114.1372791,yes,no
4248,220,SSERV,no,NORWOOD HUSKY,HUSKY,(403)527-8388,(403)527-8392,NORWOOD HUSKY,1912 SOUTHVIEW DR SE,MEDICINE HAT,AB,T1A 8L9,no,500,2400,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT09,no,MS007,no,yes,yes,235556,R7,PREPAY,,896884715RT,,ERNT,,,,,,50.011539,-110.652199,yes,no
4249,220,SSERV,yes,LETHBRIDGE N HUSKY,HUSKY,(403)328-6661,(403)328-6661,LETHBRIDGE N HUSKY,740 13 ST N,LETHBRIDGE,AB,T1H 2T2,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS007,no,?,no,667289,R7,E30,ECOD,892522954RT,,,,,,,105;131;154;174;,49.710203,-112.823973,yes,no
4250,221,SSERV,yes,MONTGOMERY HUSKY,HUSKY,(403)288-5080,(403)286-4162,MONTGOMERY HUSKY,4639 BOWNESS RD NW,CALGARY,AB,T3B 0B2,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS003,no,yes,no,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,51.0725672,-114.1607924,yes,no
4254,224,SSERV,yes,HERCHIMER HUSKY,HUSKY,(613)966-3691,(613)967-8336,HERCHIMER HUSKY,432 DUNDAS ST E,BELLEVILLE,ON,K8N 1E9,no,700,2200,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2,ALT04,no,MS010,no,no,no,667901,R8,E30,CONS,849093638RT,,ERNT,104;173;175;, 1.00; 1.00; 1.00;,;;;,;;;,104;173;175;,44.166911,-77.355966,yes,no
4255,220,SSERV,yes,SOUTHSIDE LETHBRIDGE HUSKY,HUSKY,(403)329-1555,(403)328-3170,SOUTHSIDE LETHBRIDGE HUSKY,1202 MAYOR MAGRATH DR,LETHBRIDGE,AB,T1K 2R2,no,600,2400,yes,no,no,,no,,,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS007,no,yes,no,667893,R7,E30,CONS,853967859RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,49.679723,-112.804171,yes,no
4257,220,SSERV,yes,MED HAT HUSKY TRANS CANADA,HUSKY,(403)527-4239,(403)527-4239,MED HAT HUSKY TRANS CANADA,707 RED DEER DR SW,MEDICINE HAT,AB,T1A 8K2,no,500,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,yes,MS007,no,no,yes,667220,R7,E30,ECOD,828175166RT,,,,,,,105;174;,50.03226668,-110.7059166,yes,no
4259,224,SSERV,yes,COLLEGE HUSKY,HUSKY,(613)967-6629,(905)712-9307,COLLEGE HUSKY,155 N FRONT ST ,BELLEVILLE,ON,K8P 3B7,yes,,,yes,no,no,,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS010,no,yes,yes,667901,R8,E30,CONS,849093638RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,44.177051,-77.390733,yes,no
4272,352,SSERV,no,OLDS MOHAWK,MOHAWK,(403)556-6100,(000)000-0000,OLDS MOHAWK,5022 46 ST,OLDS,AB,T4H 1A5,no,700,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,no,no,no,no,no,3,ALT09,no,MS007,no,?,no,667085,R7,30,,824530547,,ERNT,,,,,,51.79509665,-114.104598,yes,no
4288,223,SSERV,yes,MILTON HUSKY,HUSKY,(905)876-1054,(905)876-1054,MILTON HUSKY,432 STEELES AVE E,MILTON,ON,L9T 1Y5,no,600,2230,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS022,no,yes,yes,667919,R7,E30,CONS,803936335RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.526394,-79.888486,yes,no
4300,1907,BULKD,yes,CALGARY 52 ST BP,HUSKY,(403)531-5700,(403)543-1360,CALGARY 52 ST BP,6811 52 ST SE,CALGARY,AB,T2C 4J5,no,800,1700,no,no,no,,no,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,19,ALT02,no,MS003,no,?,?,666851,R2,E30,E12,891701484RT,,,,,,,104;105;121;131;136;154;174;9104;9105;9131;9136;9154;,50.992775,-113.958784,no,no
4303,221,SSERV,yes,MERIDIAN HUSKY,HUSKY,(403)272-4745,(403)272-2722,MERIDIAN HUSKY,2504 7 AVE NE,CALGARY,AB,T2A 2L7,no,600,2200,yes,no,no,,no,,,no,yes,Husky Route Commander,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,no,yes,yes,667878,R7,E30,CONS,801829490RT,,ERNT,105;131;173;174;9105;9131;,;;;;;;, 1.00; 1.00; 1.00; 1.00; 1.00; 1.00;, 1.00; 1.00;;; 1.00; 1.00;,105;131;173;174;9105;9131;,51.05860122,-114.0011769,no,no
4304,1907,BULKD,no,CALGARY 52 ST CL,HUSKY,(403)531-5700,             ,CALGARY 52 ST CL,6811 52 ST SE,CALGARY,AB,T2C 4J5,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,?,?,?,19,ALT06,?,MS003,?,yes,?,666851,R2,E30,E12,891701484RT,,,,,,,105;131;154;164;9131;9151;9154;,50.994216,-113.958542,no,yes
4306,223,SSERV,yes,SINCLAIR HUSKY,HUSKY,(905)877-1718,             ,SINCLAIR HUSKY,259 GUELPH STREET,GEORGETOWN,ON,L7G 4A8,no,700,2200,yes,no,no,,no,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT04,no,MS024,no,yes,yes,668011,R7,E30,CONS,837029545RT,,ERNT,104;173;175;,;;;, 1.00; 1.00; 1.00;,;;;,104;173;175;,43.649724,-79.894187,yes,no
4320,227,SSERV,no,RED DEER MOHAWK,MOHAWK,(403)347-7027,(403)347-7229,RED DEER MOHAWK,5407 49 AVE,RED DEER,AB,T4N 3X5,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,yes,yes,yes,no,no,2,ALT09,no,MS007,no,?,no,667597,R4,DUEN,CONS,830710455RT0001,,ERNT,104;131;175;,;;;,;;;,;;;,104;131;175;,52.272898,-113.81121,yes,no
4340,102,SSERV,no,NORBROC HUSKY SERVICE,HUSKY,(250)376-7676,(250)376-8313,NORBROC HUSKY SERVICE,1208 TRANQUILLE RD,KAMLOOPS,BC,V2B 3L2,no,700,2000,yes,no,no,,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,1,ALT09,no,MS006,no,yes,no,667682,R4,CC,,122667448,,ERNT,,,,,,50.70096046,-120.3727129,yes,no
4345,220,SSERV,yes,SOUTHRIDGE HUSKY,HUSKY,(403)526-0092,(403)527-8392,SOUTHRIDGE HUSKY ,104 1276 STRACHAN RD SE,MEDICINE HAT,AB,T1B 4R2,no,500,2300,yes,no,no,,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS007,yes,yes,yes,667895,R7,E30,CONS,896884715RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.00194873,-110.6661127,yes,no
4348,104,SSERV,yes,PAUL LAKE HUSKY MARKET,HUSKY,(250)372-0451,(250)374-4921,PAUL LAKE HUSKY MARKET,401 PAUL LAKE RD,KAMLOOPS,BC,V2H 1J8,yes,,,yes,no,no,,no,,,no,yes,Husky Route Commander,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,1,ALT04,no,MS006,yes,yes,no,667866,R7,E01,CONS,139746275RT,,ERNT,104;131;173;175;9131;,; 1.00;;; 1.00;, 1.00; 1.00; 1.00; 1.00;;,; 1.00;;; 1.00;,104;131;173;175;9131;,50.7097,-120.3297508,no,no
4355,221,SSERV,yes,ELBOW DR HUSKY,HUSKY,(403)259-6588,(403)255-1757,ELBOW DR HUSKY,10241 ELBOW DR SW,CALGARY,AB,T2W 1E9,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS003,no,yes,yes,667875,R7,E30,CONS,846689289RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,50.961677,-114.084839,yes,no
4359,220,SSERV,yes,TABER HUSKY,HUSKY,(403)223-4356,(403)223-4356,TABER HUSKY,5124 46 AVE,TABER,AB,T1G 2A7,no,500,2300,yes,no,no,,yes,Wand Wash,,no,no,,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS007,no,yes,no,667893,R7,E30,CONS,853967859RT,,ERNT,105;131;173;174;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,105;131;173;174;,49.78221,-112.14712,yes,no
4361,352,NOINC,no,HUSKY BULK SALES,HUSKY,(705)335-2244,(705)335-8191,HUSKY BULK SALES,35 GOVERNMENT RD HWY 11 W,KAPUSKASING,ON,P5N 2Y4,yes,,,no,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,no,no,no,?,no,3,ALT09,yes,MS010,no,no,no,HOMKTG,R6,DUENOW,,807119482RT,mmgov-only,,,,,,,0,0,yes,no
